               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision1,      metrics/recall1,     metrics/mAP_0.51,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,,   metrics/precision,,      metrics/recall,     metrics/mAP_0.5
149,0.02098,0.0057921,0.0049306,0.98814,0.98298,0.99233,0.83824,0.015153,0.003054,0.0012778,0.007336,0.007336,0.007336,,0.6719352,,,0.8434805
150,0.020905,0.0056952,0.0048306,0.98412,0.9798,0.98995,0.83996,0.015225,0.0030787,0.0014586,0.007318,0.007318,0.007318,,0.6692016,,,0.8414575
151,0.020669,0.0055716,0.0044899,0.98476,0.98574,0.99053,0.8388,0.01504,0.003082,0.0013759,0.0073,0.0073,0.0073,,0.6696368,,,0.8419505
152,0.020818,0.0058947,0.0048874,0.98415,0.97809,0.99159,0.84123,0.014961,0.0030585,0.0015324,0.007282,0.007282,0.007282,,0.669222,,,0.8428515
153,0.021031,0.0056788,0.0045682,0.98763,0.98314,0.992,0.83832,0.01508,0.0030685,0.0012611,0.007264,0.007264,0.007264,,0.6715884,,,0.8432
154,0.020877,0.0059052,0.0045546,0.98784,0.9877,0.99127,0.83936,0.0151,0.0030214,0.0012536,0.007246,0.007246,0.007246,,0.6717312,,,0.8425795
155,0.020724,0.0057004,0.0046308,0.99025,0.9898,0.99149,0.83866,0.015192,0.0030565,0.001136,0.007228,0.007228,0.007228,,0.67337,,,0.8427665
156,0.020964,0.0059235,0.0049047,0.98973,0.98951,0.99193,0.84471,0.014919,0.0030273,0.0011277,0.00721,0.00721,0.00721,,0.6730164,,,0.8431405
157,0.020303,0.0056941,0.004672,0.98888,0.9897,0.99122,0.83928,0.014999,0.0029996,0.0011693,0.007192,0.007192,0.007192,,0.6724384,,,0.842537
158,0.020105,0.0055555,0.0043856,0.98758,0.98589,0.99189,0.84071,0.014913,0.0029754,0.0011564,0.007174,0.007174,0.007174,,0.6715544,,,0.8431065
159,0.020726,0.0058518,0.0046148,0.99158,0.99058,0.99166,0.84308,0.014797,0.0029992,0.0011071,0.007156,0.007156,0.007156,,0.6742744,,,0.842911
160,0.020103,0.0056651,0.0048102,0.99091,0.98858,0.99208,0.84484,0.014835,0.0030415,0.0011408,0.007138,0.007138,0.007138,,0.6738188,,,0.843268
161,0.020547,0.0056688,0.0042354,0.99101,0.98866,0.99208,0.84272,0.014783,0.0030453,0.0010948,0.00712,0.00712,0.00712,,0.6738868,,,0.843268
162,0.020356,0.0056401,0.0044756,0.9896,0.98801,0.99188,0.84112,0.0148,0.0030308,0.0011949,0.007102,0.007102,0.007102,,0.672928,,,0.843098
163,0.020653,0.005775,0.0046756,0.98793,0.98621,0.99163,0.84775,0.014698,0.0030017,0.0012533,0.007084,0.007084,0.007084,,0.6717924,,,0.8428855
164,0.02014,0.0056952,0.0044108,0.98959,0.98892,0.99201,0.84531,0.01464,0.0030086,0.0011432,0.007066,0.007066,0.007066,,0.6729212,,,0.8432085
165,0.020845,0.0056776,0.0054917,0.98747,0.98453,0.99203,0.8459,0.014725,0.0030219,0.0012711,0.007048,0.007048,0.007048,,0.6714796,,,0.8432255
166,0.020098,0.0057232,0.0043817,0.98468,0.98856,0.99127,0.84033,0.014682,0.0030213,0.0011775,0.00703,0.00703,0.00703,,0.6695824,,,0.8425795
167,0.019679,0.0054405,0.0044308,0.98944,0.98309,0.99144,0.84168,0.014688,0.0029927,0.0011899,0.007012,0.007012,0.007012,,0.6728192,,,0.842724
168,0.019861,0.0056163,0.0044651,0.98666,0.98499,0.99117,0.84285,0.014661,0.0030002,0.0012382,0.006994,0.006994,0.006994,,0.6709288,,,0.8424945
169,0.019884,0.0056389,0.0042512,0.99103,0.98786,0.9911,0.84315,0.014697,0.0030254,0.0011547,0.006976,0.006976,0.006976,,0.6739004,,,0.842435
170,0.020701,0.0058478,0.0050778,0.98701,0.98366,0.99159,0.84182,0.014838,0.0030054,0.0012836,0.006958,0.006958,0.006958,,0.6711668,,,0.8428515
171,0.019941,0.005566,0.0043172,0.98619,0.98427,0.99168,0.84089,0.014824,0.0030241,0.0012911,0.00694,0.00694,0.00694,,0.6706092,,,0.842928
172,0.019799,0.0054774,0.0043118,0.98934,0.98549,0.99104,0.83924,0.014878,0.0030271,0.0013295,0.006922,0.006922,0.006922,,0.6727512,,,0.842384
173,0.020304,0.0057291,0.00455,0.99069,0.98735,0.99139,0.83912,0.014919,0.0030757,0.0012539,0.006904,0.006904,0.006904,,0.693483,,,0.8426815
174,0.019689,0.0057265,0.0044018,0.98849,0.98631,0.99205,0.84395,0.014956,0.0030418,0.0012267,0.006886,0.006886,0.006886,,0.889641,,,0.8432425
175,0.019964,0.0056643,0.0044527,0.98633,0.98069,0.9916,0.839,0.014887,0.0030256,0.0012755,0.006868,0.006868,0.006868,,0.887697,,,0.84286
176,0.020002,0.0055157,0.0043159,0.98677,0.98257,0.99149,0.84316,0.01457,0.0029759,0.0013119,0.00685,0.00685,0.00685,,0.888093,,,0.8427665
177,0.019426,0.0054687,0.0042691,0.98926,0.98177,0.99191,0.84464,0.014583,0.0029979,0.0013417,0.006832,0.006832,0.006832,,0.890334,,,0.8431235
178,0.019723,0.0055755,0.0043135,0.98369,0.98404,0.99182,0.84581,0.014558,0.0029795,0.0013196,0.006814,0.006814,0.006814,,0.885321,,,0.843047
179,0.020437,0.0057456,0.0044903,0.97896,0.97885,0.98908,0.84615,0.014557,0.0030161,0.0015598,0.006796,0.006796,0.006796,,0.881064,,,0.840718
180,0.019711,0.0055889,0.0043921,0.97563,0.98163,0.98858,0.84592,0.014556,0.0030021,0.0014369,0.006778,0.006778,0.006778,,0.878067,,,0.840293
181,0.020192,0.0057195,0.0043524,0.9822,0.98039,0.99079,0.8461,0.014547,0.0029837,0.0013992,0.00676,0.00676,0.00676,,0.88398,,,0.8421715
182,0.019434,0.0055827,0.00417,0.98376,0.9813,0.99084,0.84679,0.014506,0.0029602,0.0012862,0.006742,0.006742,0.006742,,0.885384,,,0.842214
183,0.020442,0.0060614,0.004463,0.98438,0.97908,0.99081,0.84814,0.014531,0.0029603,0.0013109,0.006724,0.006724,0.006724,,0.885942,,,0.8421885
184,0.019684,0.005378,0.0042863,0.98044,0.98284,0.98977,0.84388,0.014406,0.002967,0.0013413,0.006706,0.006706,0.006706,,0.882396,,,0.8413045
185,0.019591,0.0055136,0.0040727,0.98653,0.98269,0.9909,0.84849,0.01456,0.0029759,0.001272,0.006688,0.006688,0.006688,,0.887877,,,0.842265
186,0.02027,0.00568,0.0044498,0.9876,0.98398,0.99181,0.84713,0.014561,0.002945,0.0012343,0.00667,0.00667,0.00667,,0.88884,,,0.8430385
187,0.020105,0.0057879,0.0045686,0.98691,0.98127,0.99242,0.84772,0.014531,0.0029325,0.0012525,0.006652,0.006652,0.006652,,0.888219,,,0.843557
188,0.019894,0.0056862,0.004449,0.98722,0.98398,0.99089,0.84373,0.0146,0.0029417,0.0013137,0.006634,0.006634,0.006634,,0.888498,,,0.8422565
189,0.019561,0.0055473,0.004144,0.98791,0.98617,0.99159,0.84314,0.014556,0.002946,0.0011717,0.006616,0.006616,0.006616,,0.889119,,,0.8428515
190,0.020023,0.0057787,0.0047514,0.98836,0.9846,0.99221,0.84586,0.014593,0.0029669,0.0011773,0.006598,0.006598,0.006598,,0.889524,,,0.8433785
191,0.020567,0.0056335,0.0051089,0.98526,0.98188,0.99159,0.84508,0.014548,0.0029246,0.0013982,0.00658,0.00658,0.00658,,0.886734,,,0.8428515
192,0.020582,0.0058081,0.0045924,0.98613,0.98103,0.99097,0.84663,0.014642,0.0029341,0.0013489,0.006562,0.006562,0.006562,,0.887517,,,0.8423245
193,0.020012,0.0057147,0.0047706,0.98793,0.98188,0.9905,0.84229,0.014621,0.0029483,0.0012124,0.006544,0.006544,0.006544,,0.889137,,,0.841925
194,0.020231,0.0058084,0.0045656,0.98561,0.98454,0.99125,0.84391,0.014526,0.002957,0.0012012,0.006526,0.006526,0.006526,,0.887049,,,0.8425625
195,0.020136,0.0057379,0.0046328,0.98626,0.98173,0.99204,0.84628,0.014493,0.0029553,0.0011905,0.006508,0.006508,0.006508,,0.887634,,,0.843234
196,0.020664,0.0058241,0.0049011,0.98812,0.9813,0.99231,0.8473,0.014502,0.0029545,0.0011889,0.00649,0.00649,0.00649,,0.889308,,,0.8434635
197,0.020408,0.0057594,0.0045687,0.98974,0.98646,0.99236,0.84676,0.014505,0.002977,0.0011301,0.006472,0.006472,0.006472,,0.890766,,,0.843506
198,0.020175,0.0056951,0.0044623,0.98941,0.98268,0.9923,0.84712,0.014432,0.00298,0.001188,0.006454,0.006454,0.006454,,0.890469,,,0.843455
199,0.019872,0.0055574,0.0045574,0.98957,0.98538,0.99278,0.84624,0.014427,0.002959,0.0010981,0.006436,0.006436,0.006436,,0.890613,,,0.843863
200,0.020433,0.0061384,0.0048689,0.98948,0.98501,0.9928,0.84485,0.014548,0.0029829,0.0010975,0.006418,0.006418,0.006418,,0.890532,,,0.84388
201,0.020987,0.0058501,0.005102,0.98608,0.98856,0.99344,0.84571,0.014592,0.0029879,0.0010089,0.0064,0.0064,0.0064,,0.887472,,,0.844424
202,0.02005,0.0058527,0.0045438,0.98952,0.98269,0.99278,0.84646,0.014551,0.002948,0.0010589,0.006382,0.006382,0.006382,,0.890568,,,0.843863
203,0.019931,0.0056227,0.0047406,0.98791,0.98475,0.99283,0.84426,0.01448,0.0029371,0.00111,0.006364,0.006364,0.006364,,0.889119,,,0.8439055
204,0.019545,0.0054117,0.0041385,0.98803,0.98468,0.99176,0.84515,0.014523,0.0029375,0.001093,0.006346,0.006346,0.006346,,0.889227,,,0.842996
205,0.019158,0.0053015,0.0037836,0.98752,0.9843,0.99223,0.84652,0.01459,0.0029413,0.0010936,0.006328,0.006328,0.006328,,0.888768,,,0.8433955
206,0.019972,0.005562,0.0042675,0.98669,0.98476,0.99237,0.84561,0.014509,0.0029665,0.001102,0.00631,0.00631,0.00631,,0.888021,,,0.8435145
207,0.019514,0.0054537,0.0038128,0.98966,0.98629,0.99273,0.84355,0.014603,0.0029917,0.0010055,0.006292,0.006292,0.006292,,0.890694,,,0.8438205
208,0.019771,0.00558,0.0040404,0.99069,0.98749,0.99217,0.84323,0.014653,0.0029809,0.0010449,0.006274,0.006274,0.006274,,0.891621,,,0.8433445
209,0.019364,0.0055577,0.0041848,0.99136,0.98704,0.99277,0.84511,0.014659,0.0029929,0.00098166,0.006256,0.006256,0.006256,,0.892224,,,0.8438545
210,0.019795,0.0056676,0.0045139,0.99109,0.98741,0.99217,0.8471,0.014563,0.0029857,0.00099141,0.006238,0.006238,0.006238,,0.891981,,,0.8433445
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
